Order Number,Date of Order,,,Lineitem name,Accepts Marketing,Cancelled at,Currency,Discount Amount,Discount Code,Financial Status,Fulfilled at,Fulfillment Status,Lineitem discount,Lineitem fulfillment status,Lineitem price,Order Quantity,Lineitem quantity,Lineitem requires shipping,Lineitem taxable,Outstanding Balance,Paid at,Payment Method,Payment Reference,Refunded Amount,Risk Level,Shipping,Shipping Country,Shipping Method,Source,Subtotal,Taxes,Total,Vendor
R-S-4659,08/04/2022,14:40:20,300,Jenna Oversized Maxi Shirtdress - Caramel,no,0,USD,38,40OFFJENNA,pending,2022-04-11 10:41:48 +0300,fulfilled,0,fulfilled,95,1,1,1,0,60,0,custom,0,0,Low,3,LB,Local Shipping,shopify_draft_order,57,0,60,RUSH & REEZ
R-S-4660,08/04/2022,16:12:52,300,Jenna Oversized Maxi Shirtdress - Sage,yes,0,USD,38,0,pending,2022-04-11 10:41:03 +0300,fulfilled,0,fulfilled,95,1,1,1,0,60,0,custom,0,0,Low,3,LB,Local Shipping,web,57,0,60,RUSH & REEZ
R-S-4661,08/04/2022,22:09:55,300,Gamma Basic Longsleeve Tshirt - White - L,yes,0,USD,2.9,FRNDS10,paid,2022-04-09 07:40:57 +0300,fulfilled,0,fulfilled,29,1,1,1,0,0,2022-04-20 11:29:51 +0300,manual,c22963390054499.2,0,Low,0,LB,0,android,26.1,0,26.1,RUSH & REEZ
R-S-4662,09/04/2022,1:46:56,300,Oversized Cotton T-shirt - White - L,yes,2022-04-09 13:09:40 +0300,USD,0,0,voided,0,unfulfilled,0,pending,22,1,1,1,1,25,0,custom,0,0,Low,3,LB,Local Shipping,web,22,0,25,RUSH & REEZ
R-S-4663,09/04/2022,11:06:43,300,Light Palazzo Sweat Pants - Taupe - L,yes,2022-04-09 14:30:12 +0300,USD,27.3,30OFFLIGHT,voided,0,unfulfilled,0,pending,42,2,1,1,1,66.7,0,custom,0,0,Low,3,LB,Local Shipping,shopify_draft_order,63.7,0,66.7,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Taupe - L,0,0,0,0,0,0,0,0,0,pending,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-4664,09/04/2022,11:50:41,300,Super Oversized Zip-Up Hoodie - Sapphire - L,yes,0,USD,14.7,30OFFLIGHT,pending,2022-04-11 10:33:17 +0300,fulfilled,0,fulfilled,49,1,1,1,0,37.3,0,custom,0,0,Low,3,LB,Local Shipping,shopify_draft_order,34.3,0,37.3,RUSH & REEZ
R-S-4665,09/04/2022,12:54:06,300,Light Hoodie - Taupe - L,yes,0,USD,40.2,0,pending,2022-04-11 10:32:27 +0300,fulfilled,0,fulfilled,45,3,1,1,0,96.8,0,custom,0,0,Low,3,LB,Local Shipping,web,93.8,0,96.8,RUSH & REEZ
,,,,Light Sweatshirt - Lavender - L,0,0,0,0,0,0,0,0,0,fulfilled,40,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Mocha - L,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-4666,09/04/2022,13:09:21,300,Oversized Cotton T-shirt - White - L,yes,0,USD,6.6,30OFFLIGHT,voided,2022-04-11 10:43:43 +0300,fulfilled,0,fulfilled,22,1,1,1,1,18.4,0,custom,0,0,Low,3,LB,Local Shipping,shopify_draft_order,15.4,0,18.4,RUSH & REEZ
R-S-4667,09/04/2022,13:32:07,300,Light Palazzo Sweat Pants - Taupe - L,yes,0,USD,27.3,0,pending,2022-04-11 10:34:16 +0300,fulfilled,0,fulfilled,42,2,1,1,1,66.7,0,custom,0,0,Low,3,LB,Local Shipping,web,63.7,0,66.7,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Taupe - L,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-4668,09/04/2022,15:43:50,300,Oversized Cotton T-shirt with Pocket - Berry Nude - M,0,0,0,0,0,0,0,0,0,fulfilled,35,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Ribbed Leggings - Berry Nude - M,0,0,0,0,0,0,0,0,0,fulfilled,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Ribbed Leggings - Taupe - M,0,0,0,0,0,0,0,0,0,fulfilled,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - White - M,yes,0,USD,38.4,0,pending,2022-04-11 14:17:58 +0300,fulfilled,0,fulfilled,49,,1,1,0,92.6,0,custom,0,0,Low,3,LB,Local Shipping,web,89.6,0,92.6,RUSH & REEZ
R-S-4669,09/04/2022,18:08:16,300,Light Hoodie - Lavender - L,yes,0,USD,13.5,0,pending,2022-04-11 14:18:37 +0300,fulfilled,0,fulfilled,45,1,1,1,0,34.5,0,custom,0,0,Low,3,LB,Local Shipping,web,31.5,0,34.5,RUSH & REEZ
R-S-4670,09/04/2022,19:47:26,300,Ribbed Leggings - Taupe - M,no,0,USD,21.3,0,pending,2022-04-12 10:31:33 +0300,fulfilled,0,fulfilled,22,2,1,1,1,52.7,0,custom,0,0,Low,3,LB,Local Shipping,web,49.7,0,52.7,RUSH & REEZ
,,,,Super Oversized Zip-Up Hoodie - Taupe - L,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-4671,09/04/2022,22:05:04,300,Gamma Basic Longsleeve Tshirt - Black - M,0,0,0,0,0,0,0,0,0,fulfilled,29,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Second Skin Tank Top - Taupe - L,yes,0,USD,14,0,pending,2022-04-12 10:31:01 +0300,fulfilled,14,fulfilled,14,,1,1,0,32,0,manual,0,0,Low,3,LB,Local Shipping,android,29,0,32,RUSH & REEZ
R-S-4672,09/04/2022,22:37:19,300,Oversized Shirt - Tie Dye - L,yes,0,USD,12.25,0,voided,2022-04-11 14:19:18 +0300,fulfilled,0,fulfilled,49,1,1,1,0,39.75,0,custom,0,0,Low,3,LB,Local Shipping,web,36.75,0,39.75,RUSH & REEZ
R-S-4673,09/04/2022,23:44:11,300,Fuchsia Linen Shirt - M,0,0,0,0,0,0,0,0,0,pending,29,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Shirt - Crimson - L,0,0,0,0,0,0,0,0,12.25,pending,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Shirt - Crimson - M,no,0,USD,56.25,0,voided,2022-04-12 15:09:30 +0300,fulfilled,0,fulfilled,49,,1,1,0,171.75,0,custom,0,0,Low,3,LB,Local Shipping,web,168.75,0,171.75,RUSH & REEZ
,,,,Oversized Shirt - Rose Water - L,0,0,0,0,0,0,0,0,12.25,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Shirt - Rose Water - M,0,0,0,0,0,0,0,0,12.25,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-4674,10/04/2022,1:28:46,300,Fighter Tshirt - Black - M,0,0,0,0,0,0,0,0,0,fulfilled,29,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Heavy Basic Sweatpants - Emerald - M,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Heavy Basic Sweatpants - Sapphire - M,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Heavy Ruffled Sweatshirt - Sapphire - M,0,0,0,0,0,0,0,0,0,fulfilled,59,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Heavy Zipper Sweatshirt - Emerald - M,0,0,0,0,0,0,0,0,0,fulfilled,59,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Knit Scarf - Black,yes,0,USD,0,0,paid,2022-05-05 12:38:06 +0300,fulfilled,0,fulfilled,49,,1,1,0,0,2022-04-10 01:28:48 +0300,Tap,c22971219443811.1,0,Low,15,SA,DHL EXPRESS SHIPPING,web,402,0,417,RUSH & REEZ
,,,,Oversized Knit Sweater - Black - M,0,0,0,0,0,0,0,0,0,fulfilled,59,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Relaxed Knit Joggers - Black - M,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-4675,10/04/2022,1:30:21,300,Boyfriend Shirt - Blue Pattern - OS,yes,0,USD,18.5,0,pending,2022-04-11 14:20:38 +0300,fulfilled,0,fulfilled,39,2,1,1,0,58.5,0,custom,0,0,Low,3,LB,Local Shipping,web,55.5,0,58.5,RUSH & REEZ
,,,,Checked Oversized Shirt - OS,0,0,0,0,0,0,0,0,0,fulfilled,35,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-4676,10/04/2022,12:04:58,300,Oversized Shirt - Floral - L,0,0,0,0,0,0,0,0,0,fulfilled,49,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Shirt - Tie Dye - L,no,0,USD,36.75,0,pending,2022-04-12 15:10:13 +0300,fulfilled,0,pending,49,,1,1,0,113.25,0,custom,0,0,Low,3,LB,Local Shipping,web,110.25,0,113.25,RUSH & REEZ
,,,,Oversized Shirt - Tie Dye - M,0,0,0,0,0,0,0,0,12.25,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-4677,11/04/2022,10:58:18,300,Fuchsia Linen Shirt - M,0,0,0,0,0,0,0,0,5.8,fulfilled,29,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Heavy Zip-Up Hoodie - Berry Nude - S,0,0,0,0,0,0,0,0,13,fulfilled,65,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Jenna Oversized Maxi Shirtdress - Dust Rose,0,0,0,0,0,0,0,0,38,fulfilled,95,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Knit Sweater - Blackberry - S,0,0,0,0,0,0,0,0,11.8,fulfilled,59,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Shirt - Floral - L,0,0,0,0,0,0,0,0,9.8,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Second Skin Tank Top - White - S,no,0,USD,81.2,0,pending,2022-04-11 14:21:28 +0300,fulfilled,2.8,fulfilled,14,,1,1,0,232.8,0,custom,0,0,Low,3,LB,Local,shopify_draft_order,229.8,0,232.8,RUSH & REEZ
R-S-4678,11/04/2022,11:28:46,300,Knit Polo Shirt - Black - M,yes,0,USD,11.8,RAMADANFLASH20,pending,2022-04-11 11:34:31 +0300,fulfilled,0,fulfilled,59,1,1,1,0,47.2,0,custom,0,0,Low,0,LB,0,shopify_draft_order,47.2,0,47.2,RUSH & REEZ
R-S-4679,11/04/2022,14:25:03,300,Jenna Oversized Maxi Shirtdress - Black,no,0,USD,0,0,pending,2022-04-12 15:10:46 +0300,fulfilled,0,fulfilled,95,1,1,1,0,98,0,custom,0,0,Low,3,LB,Local Shipping,shopify_draft_order,95,0,98,RUSH & REEZ
R-S-4680,11/04/2022,14:29:03,300,Basic Leggings - Sage - L,0,0,0,0,0,0,0,0,0,fulfilled,19,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Heavy Zip-Up Hoodie - Taupe - L,yes,0,USD,21.2,RAMADANFLASH20,voided,2022-04-12 15:11:34 +0300,fulfilled,0,fulfilled,65,,1,1,0,87.8,0,custom,0,0,Low,3,LS,LOCAL,shopify_draft_order,84.8,0,87.8,RUSH & REEZ
,,,,Ribbed Leggings - Taupe - L,0,0,0,0,0,0,0,0,0,fulfilled,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-4681,11/04/2022,21:13:43,300,Fighter Tshirt - White & Fuchsia - L,0,0,0,0,0,0,0,0,0,fulfilled,29,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Me Here Now Tshirt - Black - L,0,0,0,0,0,0,0,0,0,fulfilled,29,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Cotton T-shirt - Mocha - L,yes,0,USD,16,0,pending,2022-04-12 15:12:23 +0300,fulfilled,0,fulfilled,22,,1,1,1,67,0,custom,0,0,Low,3,LB,Local Shipping,web,64,0,67,RUSH & REEZ
R-S-4682,11/04/2022,21:18:45,300,Alpha Basic Longsleeve Tshirt - Black - L,yes,0,USD,18.4,0,pending,2022-04-13 14:42:15 +0300,fulfilled,0,fulfilled,29,4,1,1,0,76.6,0,custom,0,0,Low,3,LB,Local Shipping,web,73.6,0,76.6,RUSH & REEZ
,,,,Basic Tshirt - Black - M,0,0,0,0,0,0,0,0,0,fulfilled,19,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Cotton T-shirt - Black - M,0,0,0,0,0,0,0,0,0,fulfilled,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Cotton T-shirt - Black - S,0,0,0,0,0,0,0,0,0,fulfilled,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-4683,11/04/2022,23:55:09,300,Basic Cream Sleeveless Top - Long / L,0,0,0,0,0,0,0,0,0,fulfilled,16,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Second Skin Tank Top - Black - L,yes,0,USD,3.2,0,pending,2022-04-16 10:39:02 +0300,fulfilled,0,pending,14,,1,1,0,29.8,0,custom,0,0,Low,3,LB,Local Shipping,web,26.8,0,29.8,RUSH & REEZ
R-S-4684,12/04/2022,15:53:12,300,Oversized High-Neck Cotton T-shirt with Pocket - Black / S,0,0,0,0,0,0,0,0,0,fulfilled,35,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized High-Neck Cotton T-shirt with Pocket - Sage / S,no,0,USD,21,0,pending,2022-04-13 15:52:29 +0300,fulfilled,0,fulfilled,35,,1,1,0,87,0,custom,0,0,Low,3,LB,Local Shipping,web,84,0,87,RUSH & REEZ
,,,,Oversized High-Neck Cotton T-shirt with Pocket - Starry Black / M,0,0,0,0,0,0,0,0,0,fulfilled,35,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-4685,12/04/2022,17:58:55,300,Oversized High-Neck Cotton T-shirt with Pocket - Cool Grey / L,0,0,0,0,0,0,0,0,0,fulfilled,35,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized High-Neck Cotton T-shirt with Pocket - Sage / L,yes,0,USD,14,0,pending,2022-04-13 15:51:40 +0300,fulfilled,0,fulfilled,35,,1,1,0,59,0,custom,0,0,Low,3,LB,Local Shipping,web,56,0,59,RUSH & REEZ
R-S-4686,13/04/2022,14:11:25,300,Second Skin T-Shirt - White - L,yes,0,USD,0,0,paid,2022-04-13 14:16:55 +0300,fulfilled,0,fulfilled,14,1,1,1,0,0,2022-04-13 14:11:26 +0300,custom,c22995551748195.1,0,Low,0,LB,0,shopify_draft_order,14,0,14,RUSH & REEZ
R-S-4687,13/04/2022,15:16:39,300,Basic Cream Sleeveless Top - Long / S,0,0,0,0,0,0,0,0,0,fulfilled,16,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Basic Cream Sleeveless Top - Short / S,0,0,0,0,0,0,0,0,0,fulfilled,16,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Heavy Hoodie - Sage - S,yes,0,USD,55,0,pending,2022-04-13 15:51:02 +0300,fulfilled,11,fulfilled,55,,1,1,0,241,0,custom,0,0,Low,3,LB,Local Shipping,shopify_draft_order,238,0,241,RUSH & REEZ
,,,,Oversized Knit Sweater - Heather Wood - L,0,0,0,0,0,0,0,0,0,fulfilled,59,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Knit Sweater - Heather Wood - M,0,0,0,0,0,0,0,0,0,fulfilled,59,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Second Skin High Neck Tank Top - Black - S,0,0,0,0,0,0,0,0,16,fulfilled,16,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Second Skin High Neck Tank Top - White - S,0,0,0,0,0,0,0,0,0,fulfilled,16,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Second Skin T-Shirt - Black - L,0,0,0,0,0,0,0,0,0,fulfilled,14,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Second Skin T-Shirt - Black - M,0,0,0,0,0,0,0,0,14,fulfilled,14,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Second Skin T-Shirt - White - L,0,0,0,0,0,0,0,0,0,fulfilled,14,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Second Skin T-Shirt - White - M,0,0,0,0,0,0,0,0,14,fulfilled,14,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-4688,14/04/2022,19:02:48,300,Heavy Basic Sweatpants - Taupe - S,0,0,0,0,0,0,0,0,0,pending,49,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Heavy Hoodie - Taupe - S,yes,2022-04-15 15:42:08 +0300,USD,0,0,voided,0,unfulfilled,0,pending,55,,1,1,0,107,0,custom,0,0,Low,3,LB,Local Shipping,web,104,0,107,RUSH & REEZ
R-S-4689,14/04/2022,20:53:48,300,Knit Flare Sweatpants - Espresso - S,0,0,0,0,0,0,0,0,0,pending,49,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Knit Cardigan - Espresso - S,0,0,0,0,0,0,0,0,0,pending,79,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Sleeveless Knit Top - Espresso - M,yes,2022-04-15 15:41:44 +0300,USD,0,0,voided,0,unfulfilled,0,pending,35,,1,1,0,166,0,custom,0,0,Low,3,LB,Local Shipping,web,163,0,166,RUSH & REEZ
R-S-4690,14/04/2022,21:33:26,300,Oversized Polo Shirt - White - M,0,0,0,0,0,0,0,0,0,fulfilled,49,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Polo Shirt - Aqua - M,yes,0,USD,19.6,0,pending,2022-04-16 10:33:59 +0300,fulfilled,0,fulfilled,49,,1,1,0,81.4,0,custom,0,0,Low,3,LB,Local Shipping,web,78.4,0,81.4,RUSH & REEZ
R-S-4691,14/04/2022,23:23:50,300,Polo Shirt - Cotton Candy - S,yes,0,USD,9.8,0,pending,2022-04-16 10:32:31 +0300,fulfilled,0,fulfilled,49,1,1,1,0,42.2,0,custom,0,0,Low,3,LB,Local Shipping,web,39.2,0,42.2,RUSH & REEZ
R-S-4692,15/04/2022,0:27:18,300,Polo Shirt - Cotton Candy - S,yes,2022-04-15 13:07:11 +0300,USD,0,0,voided,0,unfulfilled,0,pending,49,1,1,1,0,52,0,custom,0,0,Low,3,LB,Local Shipping,web,49,0,52,RUSH & REEZ
R-S-4693,15/04/2022,7:08:08,300,Oversized Polo Shirt - Porcelain - L,yes,2022-04-15 11:34:12 +0300,USD,0,0,voided,0,unfulfilled,0,pending,49,2,1,1,0,101,0,custom,0,0,Low,3,LB,Local Shipping,web,98,0,101,RUSH & REEZ
,,,,Oversized Polo Shirt - Purple - L,0,0,0,0,0,0,0,0,0,pending,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-4694,15/04/2022,11:33:01,300,Oversized Polo Shirt - Porcelain - L,yes,0,USD,19.6,POLO20,pending,2022-04-16 10:34:40 +0300,fulfilled,0,fulfilled,49,2,1,1,0,81.4,0,custom,0,0,Low,3,LB,Local Shipping,shopify_draft_order,78.4,0,81.4,RUSH & REEZ
,,,,Oversized Polo Shirt - Purple - L,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-4695,15/04/2022,12:19:28,300,Oversized Polo Shirt - Porcelain - M,0,0,0,0,0,0,0,0,0,pending,49,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Polo Shirt - Cotton Candy - M,no,2022-04-16 11:24:58 +0300,USD,0,0,voided,0,unfulfilled,0,pending,49,,1,1,0,101,0,custom,0,0,Low,3,LB,Local Shipping,web,98,0,101,RUSH & REEZ
R-S-4696,15/04/2022,12:51:57,300,Second Skin Tank Top - Stone - S,yes,0,USD,14,0,paid,2022-04-15 12:52:10 +0300,fulfilled,14,fulfilled,14,2,1,1,0,0,2022-04-15 12:51:58 +0300,custom,c23009710604387.1,0,Low,0,LB,0,shopify_draft_order,14,0,14,RUSH & REEZ
,,,,Second Skin Tank Top - White - M,0,0,0,0,0,0,0,0,0,fulfilled,14,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-4697,15/04/2022,13:06:43,300,Polo Shirt - Cotton Candy - S,yes,0,USD,9.8,POLO20,pending,2022-04-16 10:35:36 +0300,fulfilled,0,fulfilled,49,1,1,1,0,42.2,0,custom,0,0,Low,3,LB,Local Shipping,shopify_draft_order,39.2,0,42.2,RUSH & REEZ
R-S-4698,15/04/2022,15:22:01,300,Oversized Polo Shirt - Porcelain - M,yes,0,USD,19.6,POLO20,voided,2022-04-15 18:38:01 +0300,fulfilled,0,fulfilled,49,2,1,1,0,78.4,0,custom,0,0,Low,0,LB,0,shopify_draft_order,78.4,0,78.4,RUSH & REEZ
,,,,Polo Shirt - Cotton Candy - M,0,0,0,0,0,0,0,0,0,fulfilled,49,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-4699,15/04/2022,15:38:17,300,Jenna Oversized Maxi Shirtdress - Sage,yes,0,USD,95,GIFT,paid,2022-04-15 17:55:12 +0300,fulfilled,0,fulfilled,95,1,1,1,0,0,0,0,0,0,Low,0,LB,0,shopify_draft_order,0,0,0,RUSH & REEZ
R-S-4700,15/04/2022,15:47:51,300,Beta Basic Longsleeve Tshirt - White - L,0,0,0,0,0,0,0,0,0,pending,29,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized High-Neck Cotton T-shirt with Pocket - Cool Grey / L,yes,2022-04-20 11:27:15 +0300,USD,0,0,voided,0,unfulfilled,0,pending,35,,1,1,0,78,0,custom,0,0,Low,0,LB,0,shopify_draft_order,78,0,78,RUSH & REEZ
,,,,Second Skin Tank Top - White - S,0,0,0,0,0,0,0,0,0,pending,14,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-4701,15/04/2022,16:29:49,300,Oversized Polo Shirt - Forest Green - L,0,0,0,0,0,0,0,0,9.8,pending,49,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Polo Shirt - Cotton Candy - L,yes,2022-04-15 16:33:26 +0300,USD,44.1,0,voided,0,unfulfilled,34.3,pending,49,,1,1,0,108.9,0,custom,0,0,Low,0,LB,0,shopify_draft_order,108.9,0,108.9,RUSH & REEZ
,,,,Quilted Puff Sleeve Sweatdress,0,0,0,0,0,0,0,0,0,pending,55,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-4702,15/04/2022,16:32:54,300,Oversized Polo Shirt - Forest Green - M,0,0,0,0,0,0,0,0,9.8,fulfilled,49,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Polo Shirt - Cotton Candy - L,yes,0,USD,71.6,0,paid,2022-04-15 16:35:28 +0300,fulfilled,34.3,fulfilled,49,,1,1,0,0,2022-04-15 16:36:11 +0300,custom,c23010792308835.2,0,Low,0,LB,0,shopify_draft_order,81.4,0,81.4,RUSH & REEZ
,,,,Quilted Puff Sleeve Sweatdress,0,0,0,0,0,0,0,0,27.5,fulfilled,55,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
R-S-4703,15/04/2022,16:42:31,300,Polo Shirt - Aqua - L,yes,0,USD,9.8,POLO20,paid,2022-04-15 18:37:03 +0300,fulfilled,0,fulfilled,49,1,1,1,0,0,2022-05-19 14:30:54 +0300,custom,c23010852110435.2,0,Low,0,LB,0,shopify_draft_order,39.2,0,39.2,RUSH & REEZ
R-S-4704,15/04/2022,18:34:42,300,Polo Shirt - Cotton Candy - S,yes,0,USD,9.8,POLO20,pending,2022-04-18 13:08:43 +0300,fulfilled,0,fulfilled,49,1,1,1,0,42.2,0,manual,0,0,Low,3,LB,Local Shipping,android,39.2,0,42.2,RUSH & REEZ
R-S-4705,15/04/2022,21:35:30,300,Alpha White Silk Scarf - Single,0,0,0,0,0,0,0,0,0,fulfilled,79,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rush & Reez
,,,,Black Clu Silk Bodysuit - M,0,0,0,0,0,0,0,0,0,fulfilled,120,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Me Here Now Tshirt - White - S,0,0,0,0,0,0,0,0,0,fulfilled,29,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Oversized Cotton T-shirt - Taupe - S,0,0,0,0,0,0,0,0,0,fulfilled,22,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Palazzo Sweat Coord - Grey Marl - M,0,0,0,0,0,0,0,0,0,fulfilled,79,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Palazzo Sweat Coord - Marble - M,yes,0,USD,297.5,0,voided,2022-04-18 13:19:02 +0300,fulfilled,0,fulfilled,79,,1,1,0,351.5,0,custom,0,0,Low,3,LB,Local Shipping,web,348.5,0,351.5,RUSH & REEZ
,,,,Raspberry Amy Pants - M,0,0,0,0,0,0,0,0,0,fulfilled,59,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
,,,,Raspberry Amy Pants - S,0,0,0,0,0,0,0,0,0,fulfilled,59,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,RUSH & REEZ
